2048 22665
187 1985 18
80 1882 7
1825 1777 11
1833 227 19
1552 788 15
816 363 19
92 2035 -3
1016 1530 13
1863 1005 -7
237 1827 2
773 1488 10
1299 836 -3
529 618 6
2042 1310 -10
1914 283 18
1550 119 13
1958 275 -10
1668 451 13
64 250 9
1936 1807 18
848 312 5
433 1938 -5
1708 1309 9
301 1215 -9
59 394 -9
282 684 14
1232 2044 7
1411 1821 0
635 760 17
649 1443 -4
167 1364 10
1175 1161 16
1886 1996 7
502 387 10
1156 227 5
112 1630 18
244 261 2
447 1312 1
184 353 13
2037 91 15
219 1526 -4
1831 1953 -4
642 962 0
1027 339 13
1614 543 6
1810 588 -6
1083 683 4
722 275 -5
880 1355 -9
1789 1428 12
705 1585 8
1417 1940 7
1492 490 -2
1603 1376 13
1059 2008 20
1055 353 -4
1616 1456 -6
910 156 8
910 1738 -2
884 1354 4
1028 109 15
666 5 1
1655 87 9
431 1865 11
1701 1327 10
1584 48 -1
1801 173 19
1241 1203 1
1037 405 1
610 732 11
2001 2008 13
1978 1443 13
1287 1910 -8
771 889 8
1191 1788 -10
243 1955 12
1367 1202 19
618 760 5
1247 464 16
92 1436 -2
776 1366 4
1127 1748 5
688 93 13
1695 256 7
250 1014 13
388 1888 5
996 1272 6
789 53 -2
171 1095 10
1663 338 11
1984 636 -8
992 1603 -8
1860 1019 -9
1032 1680 -10
1590 1740 15
1097 1985 3
486 1505 -9
695 569 20
1096 1416 12
1371 252 -7
1333 828 13
1872 1014 -2
447 1806 5
1216 361 12
1061 1890 19
825 1666 14
1037 1972 -5
1498 77 -8
516 409 10
1339 1400 -5
638 835 4
293 1706 -4
968 301 10
1656 1627 18
1958 182 -1
1483 620 6
1178 2005 -3
1964 235 17
1030 563 10
392 1747 -9
418 1607 -9
679 677 -2
1535 1353 4
704 1571 1
275 1817 -5
1034 411 16
764 1900 1
222 138 -4
122 986 14
321 630 16
1498 685 -1
1775 1105 10
1603 113 -5
1728 1480 12
1691 1725 5
1150 838 20
651 181 0
641 150 13
1867 548 -6
177 360 -1
813 1100 -9
1725 1060 5
561 1981 -6
932 211 -6
1798 1224 0
233 259 6
1337 1140 -8
517 1774 13
1163 510 14
243 345 11
1697 323 -6
1776 1748 -4
1933 169 15
1213 1647 -6
1762 1386 10
12 1279 -8
587 1856 3
986 1407 16
993 1261 14
2022 58 -7
1464 1300 -8
1927 1982 16
342 1875 -7
652 968 -8
1294 1965 20
748 424 19
636 668 14
109 1744 16
147 613 14
1939 1419 -1
249 1666 -4
880 1292 2
937 1092 -3
552 1366 -10
1295 1012 -7
594 1202 -4
539 30 -6
882 1955 10
771 1231 -10
1604 1441 20
166 746 17
402 1025 19
462 2015 -6
1732 1487 9
1222 1125 11
1402 646 -9
1794 1301 19
1979 1777 5
1986 1511 14
175 660 -4
1022 1544 -9
1496 364 2
250 901 -3
1858 1259 11
84 1713 3
1323 123 14
879 871 -7
523 1263 -7
1402 610 13
1541 929 9
659 1898 -8
1319 1338 20
1968 264 6
1038 337 16
593 1273 -10
1717 869 10
48 161 -10
934 1756 8
1631 1831 -6
460 1810 4
1180 1791 17
385 410 6
1219 1809 20
447 61 19
1956 1982 1
125 1372 -7
1955 1650 4
404 195 2
1782 643 3
454 1040 1
594 135 16
961 1330 3
618 1398 2
812 693 -3
1430 1317 16
1576 211 20
109 1 7
1988 1921 18
1854 536 -4
1621 245 11
941 457 -2
1725 1361 9
227 1725 -6
502 891 -7
1543 493 -4
1155 80 15
510 1506 12
1946 1192 6
1197 637 16
537 2026 5
298 476 0
941 41 16
411 1085 1
1715 499 -4
186 1770 20
1459 355 -1
1595 1690 14
1938 787 7
638 1993 -4
452 1790 2
854 2028 -6
548 117 -8
1745 152 15
584 1457 2
573 494 10
1116 1711 18
742 1005 5
1523 1615 19
824 1658 8
1870 499 -9
595 1591 6
1538 786 1
1326 136 5
13 886 -2
2013 854 -8
182 38 15
662 1384 -3
712 32 16
390 632 4
1040 888 -8
1949 575 -7
1059 1141 -2
980 1077 20
1231 1984 5
1432 447 -9
1235 451 1
99 1773 3
1447 1740 18
1963 1578 13
892 141 15
941 1378 19
706 1806 -7
1210 904 20
206 1078 4
1559 913 7
1404 104 -8
656 1575 19
477 1009 9
1088 1492 -8
1113 1079 12
1613 340 7
1217 1256 -2
645 1597 20
842 1181 -3
1557 599 -9
878 426 18
2008 1068 -8
32 1810 -10
2037 947 4
213 730 -9
961 562 19
1872 1581 -8
536 1182 9
1083 1301 -7
948 1577 5
1256 1711 16
43 190 1
1752 35 17
917 1940 10
1489 976 19
525 1062 -4
1971 865 15
1417 51 -6
1351 1741 -2
1979 1936 17
444 877 19
1278 746 12
661 1457 17
1658 219 14
42 1299 13
252 1235 5
788 1378 -7
837 966 3
1302 376 -2
429 1185 -2
1125 751 8
1656 1774 20
1624 1924 -9
1323 1079 8
749 25 1
1213 261 13
1185 1684 -7
1929 137 8
145 1823 3
311 596 10
217 1632 2
547 945 3
1970 461 -3
1261 1651 15
955 42 -4
1577 1364 6
1643 1990 15
1912 582 0
942 1319 5
1641 1335 -5
1545 17 5
1264 570 7
1253 1586 5
1117 1052 2
715 482 4
1299 1217 -5
1977 174 8
1140 1762 19
2010 170 14
1975 1290 -8
325 1211 -4
1444 2012 5
907 1888 20
625 517 12
578 157 -7
47 625 -6
2003 1809 1
901 1430 14
37 1384 -4
1972 1268 1
778 1189 5
1553 24 16
1143 240 4
1145 1221 5
1252 499 10
885 1044 10
1651 240 -2
2039 168 10
940 1544 -2
1541 1602 12
741 888 18
167 1380 11
1474 179 -7
241 1472 9
1601 155 4
267 159 6
854 1364 12
371 145 5
1282 345 7
1534 1528 10
1125 229 -5
1339 87 -3
1605 1994 16
64 614 10
1780 1864 0
535 852 -7
1189 1164 9
1340 464 2
396 979 -3
742 1438 -6
344 1390 -6
795 748 -9
1525 281 15
1470 1698 -2
1418 348 11
1038 1372 6
54 1018 18
1883 1755 -7
1529 1421 7
1239 1542 -1
1483 1516 0
1995 466 5
1233 2027 20
665 1459 5
296 651 -1
1111 88 11
1482 706 18
993 1514 8
1390 1119 16
691 1794 5
126 1453 20
244 14 -7
1644 1260 5
361 1254 8
1295 1980 1
1881 694 -2
216 1023 12
386 1683 4
1785 1769 -6
1193 332 -2
1742 566 -10
1399 341 1
563 188 -9
1174 489 17
1161 721 -4
342 682 2
1677 61 6
1594 1390 9
351 183 7
56 2046 -1
1349 1306 -7
1185 1510 -1
258 715 -2
738 686 -8
1258 25 15
1688 1819 5
245 881 19
953 1084 -3
1909 191 0
439 1398 15
1611 1882 2
1002 1742 0
1701 64 1
1196 1819 19
1959 1943 12
1498 1517 10
666 1450 8
1225 837 7
1904 732 10
203 890 -1
1717 1869 -5
720 990 13
595 532 5
464 1267 17
174 1388 15
765 1378 20
1534 1062 16
1522 1256 -6
1526 554 1
1108 244 18
1049 1285 -7
419 1207 -3
846 686 4
812 1217 -5
1416 1021 10
354 655 0
679 1432 5
764 1685 14
479 1340 13
1967 1955 9
829 680 15
868 1210 -10
1830 671 -10
1073 684 9
2030 1964 -7
1151 280 16
1486 1982 8
37 677 -10
2015 1706 17
1638 650 3
1266 1337 14
1033 1474 15
1361 334 0
7 125 -10
722 1859 -2
649 177 -10
1728 1430 12
296 1231 19
1419 880 -7
1193 532 14
1597 1979 12
950 2022 13
27 443 7
820 1597 16
781 1377 9
82 783 -4
1941 1242 0
356 1835 4
385 1538 -6
541 1304 9
1184 1477 -5
1234 1220 -5
1303 1175 16
1474 1327 8
1333 1668 16
1695 340 0
210 1673 13
1988 2045 14
665 56 12
482 1606 18
470 982 19
1546 766 1
1944 108 -7
853 1313 1
70 1158 -3
167 547 1
770 413 13
1595 197 -9
610 1872 7
1518 938 -8
618 774 10
660 742 20
1499 1416 -8
1462 1595 8
285 944 -10
131 456 20
889 76 -1
2025 1351 -5
1889 1210 4
1279 571 -2
240 750 15
594 1949 4
1519 1764 7
952 473 20
1278 1700 11
423 1101 15
434 1890 -4
588 1407 17
456 877 14
469 449 13
960 2014 2
170 9 15
374 582 -1
395 792 7
408 1486 18
709 1361 18
268 1165 8
1288 1989 1
413 1272 -8
1917 1384 -10
1419 1204 15
1064 360 2
2002 322 5
202 1046 17
1864 1066 -10
1965 1004 -6
1751 957 -10
297 144 3
1931 646 7
458 993 9
292 1780 2
587 376 11
1131 501 15
1525 1819 15
1668 1649 15
252 281 -4
1768 1253 18
1004 907 4
467 1425 11
592 1507 -9
1865 242 15
520 92 -7
763 392 13
1556 804 13
951 784 12
706 1361 17
300 695 14
627 1544 11
1306 250 -8
386 1117 6
346 300 -6
1255 723 -9
1588 986 0
686 388 4
1276 122 17
1123 1628 19
251 56 -8
754 1264 -6
1282 1722 -3
190 1997 14
1594 1831 -6
461 855 12
1302 737 18
865 1688 -1
874 1198 -3
860 139 2
791 1604 17
1331 188 17
717 1908 11
1385 98 18
1746 1384 -6
1476 1337 -8
460 1455 1
950 455 -7
1538 1038 11
1977 1744 19
403 846 13
1926 33 14
138 126 5
1655 768 2
1513 1381 0
1645 1763 15
241 531 9
274 316 -6
1620 1752 8
1112 884 10
1310 1799 -1
1655 1648 -6
1389 587 16
1247 320 8
852 1407 16
1752 183 9
639 1352 -6
1993 1054 0
1903 985 18
1624 1877 19
358 177 2
1248 1253 -7
1120 1077 0
1271 762 17
1190 616 12
758 1097 1
1510 1857 14
1983 569 7
1482 1085 -7
1591 2042 1
1677 584 16
1839 1606 1
2047 1048 -1
433 1535 4
1516 1149 -4
1767 1007 -7
241 358 -4
32 591 -10
794 1923 -6
661 1245 -9
996 968 6
2046 688 17
1905 1857 8
1055 1291 13
789 1785 -10
1738 1236 9
1414 1252 20
1809 134 2
850 0 1
1944 689 16
103 308 13
1352 1381 18
1495 1943 4
217 288 19
1815 539 6
223 1547 20
1131 1498 -3
1387 1208 6
70 1906 -8
1881 1948 6
955 819 11
1251 236 7
597 782 12
528 189 18
2038 644 16
1817 1379 12
905 10 -2
2013 1167 1
1961 150 3
1780 1431 1
1677 1366 17
1032 1516 8
219 1217 10
119 1713 11
1837 1919 17
1650 1763 4
1132 1756 -4
1548 1955 6
848 1472 4
256 114 4
938 1639 -7
272 1926 4
1079 1610 15
1610 1666 20
1076 1783 16
414 1588 -5
1012 1487 10
1412 1063 19
1555 1505 -8
415 809 17
812 1620 12
1963 1048 2
22 1321 13
1809 1686 6
784 311 5
499 364 2
1645 1964 4
407 199 20
1945 126 3
369 1175 -9
1929 652 16
1857 950 -9
1538 866 20
1028 163 5
818 2012 -9
1181 751 2
907 539 4
648 1202 5
2025 1676 -7
1021 1445 10
107 1261 17
61 1459 -5
639 918 -8
10 1813 20
789 626 -8
885 1123 -6
1014 105 15
1417 283 -10
1967 297 10
892 903 3
407 661 4
107 1298 5
1999 63 13
1996 615 -10
852 183 -10
27 1776 -1
1656 924 -2
1137 1933 9
1119 167 12
1795 1696 2
1107 1841 9
1977 1982 3
522 736 -2
351 930 6
49 1408 -6
1312 1337 -2
1249 1839 -3
1862 1761 17
1985 1387 -8
378 814 0
5 1695 6
1525 1748 10
1165 833 13
1121 385 9
715 1700 10
1118 471 15
314 261 7
737 1216 -10
148 389 13
1776 715 -8
768 513 -2
1889 1633 19
750 14 -2
1703 1003 -8
871 1419 5
724 319 9
492 118 -3
1879 1009 -10
1603 1301 14
801 1623 -5
1730 1678 10
309 361 13
2033 378 -9
719 1470 -2
1188 299 8
422 83 2
2003 903 -7
1524 2022 2
991 212 0
1867 1536 13
776 968 8
95 785 19
824 943 -7
1356 1829 -2
880 1429 -7
259 276 18
899 681 11
483 1092 -7
1759 347 10
1702 337 4
391 996 -9
1068 60 20
672 558 20
459 750 17
529 1637 16
1323 1325 -8
1836 655 4
2012 858 15
1111 765 -4
30 913 -9
43 1146 9
923 1281 7
1678 1656 18
1540 1943 4
1194 179 -2
1738 590 12
206 260 13
109 195 1
926 337 -2
281 225 -1
549 1763 19
1924 1987 -6
153 906 -1
79 274 9
1017 1619 12
1881 1683 0
1226 1216 -8
1468 1445 -7
1954 1725 7
115 1747 8
59 1740 -9
1245 1998 15
583 1309 -8
1941 615 7
1861 1930 -6
1873 871 9
760 433 -7
207 592 3
86 1956 6
507 1903 13
1804 741 12
456 1993 15
1510 1187 -4
1912 1733 -1
189 381 11
1866 933 9
182 562 -7
963 1318 -2
1025 515 10
526 2023 0
1611 1716 12
1317 1124 -1
1450 1907 -1
1736 1955 -10
1962 1801 9
1635 1512 -4
192 804 -6
1397 275 -10
1109 1436 0
1570 1130 -9
1566 1529 -5
996 1533 11
1413 176 10
1949 495 15
587 1736 0
1922 1603 12
1448 1003 14
139 1538 5
1434 522 6
618 203 -10
29 291 17
73 53 15
644 1732 8
1964 1681 19
1326 1127 8
1103 730 11
1604 1205 8
733 1033 -9
1614 1872 9
1489 510 16
1972 1985 -2
1759 1210 -1
1683 1929 6
1203 678 7
103 1180 -10
2033 1303 17
885 1180 2
946 1613 14
1030 697 -2
1272 1696 2
456 255 2
463 1693 6
495 1908 -10
1039 569 6
759 606 12
1279 1388 9
1291 1662 0
1613 1225 10
1666 1322 13
529 1272 7
1519 905 19
1750 534 -9
953 1890 18
1503 1126 18
822 309 13
292 480 -1
1978 1695 13
952 1144 -9
1053 313 18
662 828 -9
936 1381 -5
1292 142 15
352 468 8
824 561 7
1836 936 2
1624 2015 -3
83 1142 0
469 920 19
817 1693 11
1364 760 20
1091 426 20
1850 816 20
219 962 10
1115 372 -1
526 1607 -9
1228 0 13
200 816 13
1818 1021 13
512 1494 8
588 753 9
1673 1311 11
1148 1666 16
1009 1605 19
1769 939 10
1123 1721 0
468 1721 -2
412 205 -9
390 1967 13
834 547 2
843 727 4
832 1056 0
1101 1973 11
765 1481 3
1420 1166 18
636 983 9
1907 1863 3
1744 1769 16
1198 1095 -1
1895 282 -8
1869 670 -9
534 866 15
1121 161 12
1007 144 -5
403 1723 -5
326 1725 -6
1372 1577 19
371 392 14
1523 1993 15
815 1660 5
1030 858 -5
1186 617 7
1496 434 -10
1655 418 -9
1122 1239 4
917 1622 5
1916 1792 3
1873 1922 -7
1856 1510 7
555 38 2
43 501 4
381 459 -10
1185 304 -9
165 1666 -4
473 1004 11
645 1491 -1
1898 1463 -1
129 1375 6
2023 1778 1
54 292 -4
1612 1047 12
923 159 4
1840 1440 10
1883 1348 1
1522 0 4
384 1026 13
1370 1338 12
1728 1736 13
108 499 -8
1813 1105 -2
859 1549 12
614 923 -7
1499 1339 -3
1128 1485 19
1865 1541 6
771 1162 20
606 1582 -5
1238 981 -4
358 397 12
1468 1555 6
1339 1189 19
1373 1495 15
107 1707 9
37 1135 16
1361 1721 15
1347 1400 -2
276 1627 5
1145 1757 -9
1725 1983 7
1255 518 1
1259 42 -6
533 1584 6
1482 1925 -2
1766 1309 -2
1112 1046 -10
1594 667 -1
798 1485 18
1905 1176 14
2025 1701 4
259 1211 -5
1314 1545 -10
1517 1466 -8
1245 836 -4
676 1509 17
690 1880 12
1227 1436 -2
247 225 15
1252 944 5
773 1217 16
937 729 -6
385 1227 8
1245 709 -7
1758 430 16
1962 1144 -2
414 1992 11
241 1254 20
1779 1707 9
1554 537 18
980 375 -8
1807 1597 -8
925 607 8
1317 355 -4
728 1512 6
1831 1510 12
449 714 12
1856 1197 20
1436 378 16
1514 1470 15
254 704 -1
1080 1770 -4
662 1779 0
966 1389 14
1815 1957 -5
1266 217 0
1618 997 8
1057 1201 4
1186 874 14
1347 877 -3
314 1855 16
212 236 0
1777 1735 -7
9 890 16
163 1585 8
1514 496 11
832 1977 -4
393 673 14
1819 837 -3
409 522 -3
1824 62 -3
1035 382 -10
2034 955 -8
1153 1356 -3
547 336 17
692 1806 -3
518 1828 6
1571 1054 4
1224 1567 13
1698 357 1
1491 1345 10
419 1287 0
169 913 -3
589 913 -7
698 1565 7
1730 439 17
1506 2046 13
1821 1224 10
1935 105 18
789 856 13
451 1831 20
327 1241 5
617 534 10
1930 534 -8
697 1656 6
1516 465 7
933 1848 -8
1565 1004 2
1402 1407 -2
1907 747 1
60 794 -10
982 1713 -4
1903 1707 1
1062 1213 19
1862 1949 19
773 354 6
614 1096 -8
779 672 10
1741 1749 -2
449 176 -7
1400 1466 16
772 352 16
982 742 8
157 716 9
1847 249 12
42 1828 6
428 27 1
1453 1649 2
1307 1100 19
869 1183 -3
1135 1351 16
1976 307 19
1070 1097 0
79 887 13
733 1631 5
1470 262 -10
1782 524 12
1354 1525 18
863 1368 -10
1708 1297 9
1186 1462 15
480 1006 -4
87 1342 15
1374 436 0
1401 296 10
1882 240 9
1959 917 8
1237 982 -1
126 1793 4
1955 1968 11
388 1012 -8
185 1908 18
1639 468 5
1630 1715 2
637 479 4
1553 1382 12
1472 1966 -6
68 571 8
1222 1251 -1
64 1139 -5
1115 1479 13
1219 1908 12
1225 760 11
1602 408 6
506 134 -4
1492 1247 11
1262 1298 11
1064 916 -3
63 955 -9
541 1022 -7
1193 520 20
1233 1462 -10
979 1815 17
1351 64 1
1733 938 15
2026 1514 12
724 751 8
672 1838 8
751 540 11
40 514 -4
1156 305 8
1523 1495 9
1669 376 1
1475 65 17
1583 1702 -8
1702 1912 5
159 1444 10
309 1837 19
349 105 0
278 367 3
1374 112 18
563 149 14
1848 423 -4
559 97 3
1140 1523 3
1772 991 -2
1343 1432 2
334 682 -6
1780 806 15
1920 919 12
1836 445 13
1114 1028 18
91 705 -3
451 565 6
546 1115 -7
544 1659 20
1757 1109 -8
306 557 2
1306 822 8
1775 1168 14
1780 426 7
1845 1340 -7
655 1682 4
1908 171 9
1574 1626 13
1943 1776 13
1896 1127 15
1495 1478 -6
278 1454 -2
1346 1657 18
805 2019 6
1301 1367 -5
205 696 -10
831 942 6
1357 292 -6
1696 1662 -8
841 1713 12
1516 866 -4
1046 310 -7
1588 623 17
838 404 5
126 1768 -10
85 1610 -7
2043 544 8
844 250 13
698 740 2
681 1080 -1
1252 310 -2
2041 312 -10
751 339 -9
1506 1335 20
320 557 11
1423 1206 -7
54 733 -4
695 1755 5
414 1990 -6
1216 1426 -9
237 857 -6
168 1870 18
487 1974 17
696 1397 -6
368 1441 3
48 1746 1
700 651 -7
107 1972 5
1818 664 7
559 374 0
270 1249 18
1312 425 16
891 1912 9
150 1303 20
1023 1478 14
62 1363 10
986 1887 8
1107 1946 -2
1272 1641 19
1621 556 -8
238 1052 -5
1151 360 16
1547 1802 2
1391 74 -5
727 566 -4
709 41 19
650 1309 5
1176 441 -7
1378 1085 18
277 1475 5
1512 1728 3
683 1559 -5
125 340 1
1161 1941 3
1230 1886 13
94 1136 8
248 766 12
407 496 17
1153 420 0
400 1883 5
1405 1577 13
1400 982 3
1139 676 15
465 1876 12
978 888 -5
215 1781 20
1574 583 9
50 1884 -2
589 724 14
1981 2021 -2
1865 1272 -1
1614 1999 5
406 1588 9
700 673 4
524 653 10
1688 900 -7
676 1964 -4
1370 1860 10
1990 1657 11
1511 810 10
1265 1715 -9
1472 772 11
458 1327 18
1087 737 -6
255 185 6
418 371 2
1158 729 1
224 1560 13
784 232 -6
1137 499 5
220 1849 -3
1428 1445 -4
545 825 16
703 1402 -7
1988 734 -6
1332 1066 -9
1831 1723 11
1778 135 7
1058 395 2
379 1190 5
141 798 4
812 1380 20
1764 1508 5
1039 1882 16
1516 1414 15
1144 669 0
352 602 -1
1740 222 13
12 141 -7
825 447 -5
492 855 4
1875 1922 15
283 921 8
1232 597 11
1725 1709 20
467 746 -4
300 1375 6
652 1312 10
772 1084 16
1814 484 -2
754 1463 4
470 917 -8
582 994 -9
462 652 -7
1213 674 -1
412 1947 13
1532 1192 14
1824 162 20
436 1177 1
253 1925 7
363 297 19
1649 1578 8
1875 1559 5
822 589 -1
1988 1349 -10
1136 581 12
807 616 -6
1228 19 20
126 262 9
1379 591 -8
1225 1971 13
1531 724 3
1523 1234 2
694 313 -7
24 69 15
1629 878 6
569 721 -10
1984 295 14
954 1824 -7
1502 1748 -8
1603 417 17
471 845 7
2004 963 13
1759 1933 17
1847 1080 -8
1943 518 10
264 315 1
1448 1906 17
1553 792 -5
879 309 5
943 1129 9
275 1447 -6
1400 697 -3
1388 224 -7
856 1429 5
117 1242 -10
479 819 11
72 1545 -1
640 307 -4
720 1466 3
2015 1323 -10
1461 1487 -7
1682 1012 14
823 442 -1
1236 2047 12
1510 1734 15
1056 1552 1
1664 519 8
1461 1332 8
1630 1170 4
1891 466 10
1584 1735 -1
56 1311 10
1021 458 11
1264 356 -5
1187 658 7
550 210 11
1095 1035 8
1724 2011 -7
1658 1589 12
763 1353 -3
503 1626 -5
338 389 -3
1353 165 -10
961 980 -2
195 1471 9
1362 1905 13
1921 1857 12
302 967 -10
1136 1054 3
301 575 19
410 588 20
1019 352 14
1817 1368 -2
1822 42 11
1157 425 5
902 1528 -6
700 673 15
875 594 -8
1360 1496 15
1706 1389 -5
517 35 16
1757 1358 2
538 305 18
1758 1230 17
1118 212 0
381 241 0
58 1374 -4
396 1608 -2
310 1172 16
400 859 -2
1962 286 5
947 1616 3
1680 1162 -3
724 835 -5
1977 567 -4
959 1553 -8
1743 447 18
507 1411 3
240 1980 20
1448 1816 -10
449 507 12
103 484 7
68 128 1
1353 1085 0
1257 1759 17
1063 811 8
1917 473 11
770 980 19
1808 835 11
50 1635 -6
1766 665 2
1680 1812 -1
781 722 16
226 1388 5
1077 1610 6
1067 711 15
1491 2019 16
179 195 -8
700 1192 -2
2016 1330 -3
956 921 1
316 1171 4
209 355 0
817 1351 14
276 1084 6
1132 1276 12
1658 21 -5
234 1801 10
489 1498 20
521 1443 2
348 129 -1
837 318 -6
1296 281 -2
1382 122 6
485 1806 16
65 91 -6
1659 1119 10
1892 2000 6
1464 1411 5
63 683 16
1209 804 10
171 1946 18
857 3 -10
734 450 5
1485 1942 6
40 515 9
792 586 5
1559 1313 -3
1844 622 -4
457 818 7
322 296 10
923 553 -9
1328 1297 1
375 91 -6
1414 1086 -1
108 1349 16
1370 489 11
1620 1544 5
932 1016 12
697 82 -5
102 1797 16
566 424 2
349 1994 -9
511 594 6
1848 1775 18
355 600 9
1430 174 20
1373 1105 9
1832 973 -1
1677 1264 -2
1229 989 1
1078 1942 -4
401 187 7
1807 1873 -6
1729 460 11
1292 269 1
671 1383 20
873 1773 4
348 1385 -5
1691 1524 5
856 2029 -7
2041 1686 -7
1251 1942 8
1845 1476 -5
747 244 -6
507 1931 2
1377 742 -2
1629 1378 13
825 1545 15
1219 447 -2
1360 918 -4
1189 1926 10
1185 1595 14
825 1899 19
1417 1998 7
1484 1643 11
1296 1270 -5
404 2007 18
1646 1048 14
274 695 0
1607 1828 12
858 1381 0
1620 32 12
990 940 16
1902 1665 19
407 734 15
310 1965 18
659 1168 7
1497 1854 8
1372 1024 0
1431 991 15
943 857 2
281 986 15
634 1351 4
696 170 17
293 1180 -7
1606 827 -2
1663 1786 -4
1019 659 -7
1019 183 -10
1674 1299 15
2033 1913 -3
1429 168 -4
1574 1596 -1
1265 113 -3
458 197 -3
1658 1733 18
1700 1441 13
1903 166 -5
1843 1359 11
901 1028 9
987 550 12
1842 1114 20
899 5 -7
2022 388 14
49 1029 -7
1065 750 20
633 922 -3
1745 1375 7
1259 2016 13
2004 1043 14
1209 1301 1
612 1509 5
1866 1895 1
845 1450 1
1156 1436 10
983 285 6
995 1864 3
1174 990 0
1724 1921 -3
234 1148 7
1087 1627 16
1829 1920 -5
1046 653 14
652 231 16
691 525 -2
941 1698 11
1696 907 1
199 1767 -2
128 1037 2
814 886 12
1910 792 8
2035 1834 -1
557 1333 1
319 1384 1
192 1961 10
794 834 15
1572 442 19
410 121 7
2031 1757 19
1961 664 18
395 663 9
1256 1757 -2
1080 516 7
1624 1969 0
1893 54 -1
205 216 -1
1359 494 14
1371 421 -8
1512 608 10
1846 1749 -5
1640 1528 -8
1993 1499 -3
1568 358 16
226 455 -7
362 596 9
1611 1545 10
452 1168 13
1838 1476 19
1653 408 -8
1289 1643 10
856 453 14
293 735 -3
919 1418 5
721 67 -10
1155 636 18
1991 69 -4
201 809 17
1417 1168 18
1713 482 13
1432 1434 -8
1072 1534 12
2006 786 10
492 76 15
1388 1685 14
657 1700 8
1037 381 -2
1527 2014 9
1137 1242 -9
20 149 6
89 1787 4
428 1660 3
893 1047 12
1340 823 19
45 2023 13
1175 241 -1
920 1121 2
1062 550 12
1772 1480 3
1746 861 19
460 1743 16
512 195 -8
2007 1931 19
803 740 8
1580 88 18
205 1276 7
1846 1541 2
1875 1171 18
546 1769 -8
1367 1373 4
201 168 -9
1744 1429 7
509 1226 15
1395 1623 13
1905 1667 17
902 151 -5
1466 1586 1
636 719 19
538 1919 -5
249 1144 0
1297 1320 2
1033 1001 9
491 471 18
1446 53 2
706 1948 -7
1776 1046 18
1456 2008 6
1691 19 17
801 965 7
1152 347 0
1670 475 6
341 13 -4
479 1725 2
1529 739 12
457 127 19
2009 1919 -7
794 345 4
79 1479 -3
1082 809 5
789 531 -9
936 1870 8
1056 1308 17
628 1728 -6
1912 492 14
1183 1153 5
1522 318 2
657 165 -7
1999 1809 4
1576 1197 -9
689 603 18
791 497 14
610 27 18
1412 315 -9
1127 578 -5
808 1778 -1
1103 34 -5
606 349 9
829 364 17
2025 1767 20
1830 1508 16
1875 108 10
1713 843 -10
818 2041 9
1220 55 14
447 1667 14
792 1489 -7
1911 893 2
1396 944 -8
1225 1884 0
1879 67 -1
1270 1640 11
1091 1427 20
944 873 13
1757 1344 -1
1057 530 -8
1442 2046 6
1879 1846 8
996 1036 1
334 303 -5
1090 849 4
783 1278 -7
1512 1313 7
1436 1289 15
43 224 2
1187 1163 -3
102 1527 6
296 1794 9
1055 731 5
937 1362 10
1497 18 2
624 586 1
1325 1404 -10
1031 1742 8
753 1869 7
1799 476 17
152 1395 -10
1987 795 3
1558 869 -2
378 1726 19
1001 1934 15
1039 2007 9
1820 200 12
129 632 16
850 1452 3
1428 309 3
839 1183 16
873 469 5
582 1251 -1
2045 866 -3
385 25 8
1984 984 4
597 239 -8
1223 1564 19
729 1785 12
1090 257 15
1100 222 2
1351 1679 15
831 1378 3
1284 1729 4
1932 249 -8
1019 882 16
1661 224 19
1246 826 16
938 1524 12
277 1890 13
1401 186 -8
29 1339 12
72 1369 -3
1604 1405 13
1961 375 17
1129 1146 -8
1843 1842 -6
1477 1090 -10
1238 1966 15
499 1555 -4
1212 1269 -6
170 680 16
788 1554 -2
483 321 -7
603 436 -5
105 892 -3
1281 700 0
1536 90 10
1921 1924 -7
1959 767 -3
1084 1979 -10
1441 528 -2
1212 1581 19
1606 704 4
1064 729 12
979 1766 15
1297 1811 11
1196 1974 17
226 174 10
714 1775 7
405 612 15
596 1696 -3
1663 1770 20
141 974 -8
845 386 18
922 673 4
1162 479 6
220 745 -2
1864 690 3
707 534 19
445 333 -5
101 1008 3
249 518 17
75 1466 -1
1022 113 -7
1319 1933 2
1753 903 16
1650 1533 -10
156 1359 -7
37 620 17
1341 679 6
1033 672 9
202 830 16
1103 110 8
884 741 13
632 149 -2
1627 1205 10
1709 1064 20
1828 1473 -7
787 533 12
1215 84 7
973 1698 2
486 482 10
1950 1281 16
573 1333 18
1646 845 1
1311 1925 1
541 894 0
1394 628 2
876 1092 15
32 1576 8
2017 715 4
777 1532 10
1774 710 6
1153 1911 6
975 1124 -1
1979 1683 15
1742 2035 17
1209 887 3
1010 1372 9
650 1320 11
1608 454 11
258 496 -3
1603 2039 -9
825 347 2
1766 83 -8
1643 1311 18
183 903 -4
270 1357 12
683 1857 11
1086 412 -6
137 1672 0
1483 1194 2
893 1929 1
915 1928 -4
1225 1789 20
233 755 13
984 1392 -2
1333 250 -6
37 1292 1
1815 1295 10
1200 1729 -8
436 428 -10
1526 984 -1
498 532 1
1190 1359 20
1994 993 14
1677 1182 3
1029 1874 3
1135 426 17
