g 1024
e 170 232 4
e 727 232 20
e 665 232 18
e 664 232 0
e 641 232 -6
e 492 232 -10
e 838 232 3
e 775 232 8
e 460 232 8
e 10 232 11
e 107 232 0
e 541 232 17
e 669 232 20
e 702 232 -4
e 250 232 14
e 856 232 17
e 359 232 16
e 792 232 -7
e 906 232 -3
e 764 232 -2
e 385 232 1
e 45 232 -3
e 171 233 -8
e 275 233 -6
e 375 233 7
e 508 233 -1
e 568 233 12
e 724 233 -1
e 323 233 8
e 569 233 6
e 191 233 -9
e 802 233 14
e 6 233 14
e 359 233 -9
e 78 233 13
e 900 233 -1
e 137 233 4
e 410 233 7
e 138 233 15
e 438 233 -8
e 872 233 12
e 342 233 18
e 295 233 20
e 41 233 3
e 917 233 -2
e 23 233 19
e 627 233 -3
e 641 233 -5
e 725 233 11
e 714 233 7
e 460 233 16
e 534 233 0
e 577 233 9
e 81 233 -10
e 548 233 19
e 628 233 16
e 711 233 4
e 515 233 -5
e 132 233 9
e 474 233 8
e 422 233 3
e 42 233 -10
e 135 233 -9
e 447 233 -4
e 245 233 19
e 644 233 -7
e 218 233 11
e 840 233 2
e 28 233 7
e 194 233 6
e 963 233 12
e 979 233 -7
e 90 233 14
e 780 233 3
e 919 233 3
e 368 233 20
e 318 233 1
e 635 233 -3
e 30 234 3
e 187 234 -8
e 147 234 4
e 128 234 8
e 103 234 -8
e 295 234 -6
e 778 234 -3
e 192 234 1
e 809 234 19
e 121 234 18
e 383 234 4
e 529 234 4
e 494 234 -7
e 400 234 -5
e 718 234 5
e 822 234 10
e 645 234 -2
e 433 234 -2
e 855 234 -9
e 147 234 3
e 384 234 -4
e 770 234 12
e 896 234 -10
e 689 234 13
e 183 234 5
e 784 234 -2
e 561 234 7
e 192 234 10
e 451 234 -2
e 330 234 19
e 855 234 -5
e 784 234 -2
e 132 234 -7
e 388 234 -6
e 610 234 16
e 407 234 10
e 412 234 -7
e 629 234 -8
e 198 234 1
e 623 234 -7
e 241 234 -7
e 56 234 -5
e 125 234 -9
e 85 234 0
e 47 234 10
e 719 234 7
e 643 234 -10
e 299 234 15
e 324 234 19
e 155 234 19
e 345 234 -9
e 118 234 -2
e 226 234 16
e 230 234 -4
e 900 234 9
e 481 234 3
e 256 234 18
e 602 234 6
e 523 234 5
e 952 234 9
e 858 234 19
e 391 234 -1
e 764 234 -6
e 606 235 8
e 145 235 -2
e 680 235 20
e 91 235 8
e 136 235 13
e 65 235 6
e 966 235 11
e 1003 235 10
e 1005 235 -1
e 717 235 8
e 169 235 15
e 937 235 2
e 372 235 13
e 341 235 20
e 113 235 14
e 190 235 -10
e 152 235 18
e 45 235 19
e 788 235 15
e 969 235 19
e 1001 235 -8
e 862 235 18
e 474 235 -8
e 348 235 3
e 394 235 5
e 803 235 1
e 993 235 1
e 637 235 1
e 945 235 13
e 108 235 7
e 666 235 3
e 295 235 -1
e 299 235 4
e 351 235 14
e 585 235 14
e 198 235 5
e 469 235 16
e 466 235 -2
e 649 235 5
e 702 235 -3
e 803 235 16
e 979 235 15
e 710 235 20
e 741 235 17
e 157 235 -10
e 32 235 7
e 705 235 -4
e 5 235 11
e 93 235 3
e 687 235 -2
e 784 235 14
e 91 235 -8
e 914 235 -2
e 807 235 -2
e 411 235 2
e 538 235 7
e 768 235 17
e 357 235 15
e 543 235 -10
e 1000 235 5
e 894 235 3
e 504 235 4
e 687 235 6
e 352 235 17
e 631 235 9
e 677 235 9
e 47 235 9
e 911 235 16
e 617 235 -8
e 740 235 -7
e 727 235 -3
e 375 235 0
e 873 235 6
e 97 235 -10
e 694 235 14
e 143 235 19
e 925 235 10
e 893 235 5
e 44 235 20
e 320 235 19
e 960 235 -1
e 970 235 19
e 110 235 -5
e 874 235 -4
e 930 235 7
e 146 235 20
e 518 235 8
e 733 235 10
e 678 235 0
e 336 235 15
e 337 235 13
e 993 235 -1
e 66 235 9
e 565 235 10
e 448 236 20
e 774 236 -4
e 179 236 19
e 1008 236 -3
e 827 236 1
e 135 236 19
e 406 236 10
e 5 236 2
e 741 236 11
e 461 236 12
e 458 236 -2
e 673 236 16
e 821 236 15
e 533 236 4
e 891 236 -1
e 68 236 2
e 425 236 19
e 961 236 18
e 279 236 19
e 977 236 11
e 320 236 20
e 727 236 1
e 976 236 -7
e 271 236 7
e 255 236 1
e 895 236 -9
e 542 236 10
e 811 236 3
e 623 236 0
e 61 237 16
e 356 237 -6
e 971 237 -3
e 82 237 18
e 397 237 -10
e 926 237 10
e 963 237 2
e 311 237 -1
e 616 237 -4
e 141 237 5
e 277 237 -9
e 920 237 -6
e 35 237 6
e 283 237 -6
e 272 237 -8
e 42 237 14
e 547 237 17
e 234 237 4
e 339 237 10
e 664 237 9
e 614 237 -9
e 716 237 15
e 86 237 -3
e 511 237 18
e 504 237 -9
e 331 237 -5
e 479 237 -10
e 371 237 2
e 383 237 -2
e 803 237 3
e 910 237 -1
e 121 237 -8
e 432 237 -3
e 963 237 10
e 338 237 -8
e 907 237 -4
e 982 237 -10
e 977 237 14
e 497 237 10
e 151 237 3
e 594 237 -10
e 419 237 -6
e 901 237 5
e 896 237 19
e 278 237 18
e 454 237 -3
e 1017 237 -6
e 667 237 14
e 553 237 9
e 890 237 13
e 400 237 -3
e 819 237 1
e 551 237 -3
e 307 237 2
e 862 237 12
e 518 237 -10
e 190 237 7
e 282 237 -4
e 461 237 -5
e 966 237 9
e 306 237 -4
e 394 237 11
e 391 238 12
e 771 238 14
e 72 238 20
e 917 238 4
e 132 238 15
e 673 238 0
e 397 238 5
e 822 238 4
e 248 238 6
e 674 238 -7
e 685 238 7
e 298 238 -7
e 826 238 18
e 767 238 19
e 109 238 8
e 365 238 16
e 33 238 -7
e 84 238 14
e 344 238 0
e 988 238 -8
e 906 238 0
e 613 238 -10
e 61 238 8
e 701 238 18
e 726 238 0
e 662 238 -8
e 687 238 0
e 311 238 18
e 873 238 4
e 625 238 -7
e 900 238 9
e 469 238 -8
e 300 238 2
e 548 238 6
e 342 238 -1
e 263 238 20
e 268 238 6
e 768 238 -5
e 261 238 18
e 929 238 15
e 889 238 17
e 508 238 19
e 51 238 14
e 346 238 15
e 744 238 11
e 560 238 2
e 967 238 -4
e 846 238 13
e 593 238 13
e 858 238 8
e 398 239 -8
e 155 239 19
e 394 239 16
e 456 239 9
e 269 239 14
e 729 239 -9
e 203 239 6
e 192 239 20
e 219 239 11
e 233 239 -6
e 955 239 10
e 102 239 -5
e 661 239 9
e 586 239 -8
e 704 239 -6
e 338 239 0
e 138 239 1
e 203 239 -7
e 821 239 10
e 175 239 -3
e 575 239 11
e 274 239 5
e 999 239 12
e 188 239 -2
e 236 239 8
e 792 239 4
e 408 239 19
e 333 239 0
e 1021 239 2
e 682 239 20
e 895 239 -7
e 71 239 11
e 402 239 1
e 1001 239 14
e 965 239 18
e 551 239 -7
e 768 239 20
e 971 239 11
e 9 239 6
e 635 239 -4
e 333 239 13
e 153 239 17
e 478 239 -8
e 103 239 11
e 440 239 19
e 623 239 -4
e 840 239 10
e 802 239 19
e 559 239 4
e 959 239 15
e 835 239 -1
e 630 239 5
e 470 239 16
e 462 239 17
e 572 239 20
e 836 239 20
e 750 240 2
e 799 240 18
e 578 240 9
e 947 240 17
e 1022 240 -5
e 261 240 5
e 78 240 2
e 193 240 8
e 867 240 11
e 716 240 20
e 875 240 1
e 727 240 12
e 704 240 19
e 53 240 -6
e 607 240 2
e 1001 240 -1
e 157 240 0
e 260 240 4
e 21 240 11
e 814 240 -8
e 741 240 19
e 898 240 3
e 538 240 0
e 927 240 12
e 360 240 -1
e 763 240 -7
e 799 240 1
e 635 240 -7
e 90 240 17
e 577 240 -8
e 377 240 9
e 454 240 -9
e 722 240 -8
e 552 240 20
e 420 240 -9
e 709 240 16
e 332 240 -8
e 8 240 14
e 188 240 10
e 131 240 -8
e 40 240 -10
e 62 240 12
e 770 240 0
e 591 240 5
e 553 240 14
e 171 240 5
e 606 240 17
e 572 240 -7
e 759 240 -7
e 820 240 10
e 215 240 -9
e 928 240 0
e 413 240 -7
e 64 240 -4
e 796 240 19
e 406 240 -1
e 780 240 5
e 317 240 18
e 766 240 -3
e 380 240 -6
e 150 240 -8
e 795 240 2
e 500 240 15
e 373 240 12
e 627 240 3
e 207 240 9
e 918 240 -2
e 744 240 -9
e 575 240 -9
e 465 240 -8
e 34 240 17
e 255 240 1
e 378 240 -2
e 159 240 15
e 762 240 -6
e 809 240 14
e 7 240 6
e 312 240 13
e 292 240 -5
e 921 240 6
e 686 240 15
e 930 240 17
e 969 240 4
e 453 240 17
e 18 241 -4
e 943 241 3
e 475 241 5
e 708 241 4
e 382 241 -9
e 876 241 -1
e 966 241 16
e 116 241 17
e 661 241 -10
e 106 241 6
e 901 241 9
e 351 241 2
e 462 241 11
e 492 241 8
e 875 241 1
e 883 241 20
e 376 241 -7
e 423 241 20
e 991 241 14
e 847 241 2
e 51 241 14
e 71 241 9
e 988 241 11
e 199 241 -9
e 373 241 15
e 487 241 3
e 370 241 -3
e 867 241 -2
e 518 241 0
e 668 241 -8
e 580 241 4
e 736 241 3
e 132 241 11
e 747 241 13
e 8 241 6
e 942 241 6
e 479 241 -1
e 79 241 -3
e 266 241 9
e 880 241 4
e 478 241 -7
e 436 241 13
e 169 241 1
e 383 241 20
e 920 241 3
e 1022 241 6
e 984 241 19
e 872 241 -7
e 508 241 20
e 643 241 13
e 415 241 20
e 361 241 0
e 74 241 13
e 908 241 -2
e 920 241 11
e 760 241 4
e 663 241 1
e 216 241 -6
e 626 241 20
e 828 241 16
e 589 241 -4
e 25 241 -3
e 625 241 -7
e 401 241 8
e 681 241 -10
e 885 241 -5
e 1003 241 16
e 512 242 -5
e 599 242 2
e 928 242 2
e 909 242 7
e 706 242 -2
e 750 242 13
e 725 242 15
e 898 242 20
e 62 242 9
e 762 242 -10
e 333 242 -6
e 577 242 10
e 880 242 -9
e 83 242 18
e 167 242 7
e 850 242 -8
e 312 242 2
e 983 242 8
e 420 242 -3
e 646 242 19
e 217 242 8
e 997 242 15
e 681 242 6
e 622 242 6
e 635 242 -3
e 738 242 0
e 577 242 9
e 737 242 -1
e 426 242 10
e 440 242 4
e 408 242 4
e 890 242 16
e 980 242 19
e 594 242 0
e 769 242 5
e 535 242 13
e 718 242 -8
e 545 242 -5
e 112 242 8
e 347 242 5
e 848 242 -1
e 154 242 6
e 512 242 3
e 813 242 18
e 884 242 13
e 438 242 15
e 111 242 4
e 824 242 20
e 315 242 6
e 112 242 20
e 925 242 6
e 361 242 17
e 264 242 18
e 331 242 18
e 273 242 -5
e 115 242 18
e 35 242 18
e 201 242 16
e 628 242 5
e 78 242 9
e 823 242 -3
e 501 242 11
e 20 242 9
e 180 242 -5
e 213 242 3
e 218 242 11
e 866 242 16
e 931 242 13
e 1007 242 19
e 266 242 -4
e 372 242 3
e 990 242 -8
e 605 242 7
e 24 242 3
e 387 242 19
e 876 242 20
e 860 242 16
e 30 242 7
e 234 243 16
e 543 243 -8
e 561 243 0
e 28 243 -2
e 901 243 2
e 34 243 11
e 338 243 -1
e 641 244 12
e 964 244 12
e 871 244 9
e 815 244 3
e 279 244 -9
e 430 244 -9
e 585 244 17
e 473 244 18
e 359 244 14
e 393 244 -4
e 66 244 11
e 817 244 16
e 3 244 1
e 370 244 -7
e 356 244 -3
e 233 244 -6
e 288 244 8
e 76 244 -9
e 167 244 -10
e 693 244 14
e 791 244 -3
e 61 244 -6
e 616 244 1
e 205 244 -9
e 230 244 15
e 305 244 2
e 741 244 19
e 622 244 -3
e 176 244 2
e 854 244 2
e 194 244 4
e 89 244 5
e 569 244 11
e 414 244 8
e 903 244 -1
e 851 244 3
e 363 244 -7
e 65 244 -9
e 544 244 18
e 675 244 -4
e 212 244 -6
e 824 244 -3
e 347 244 -1
e 663 244 13
e 37 244 4
e 195 244 20
e 621 244 14
e 767 244 12
e 692 244 16
e 995 244 0
e 366 244 15
e 432 244 -6
e 507 244 2
e 737 244 -9
e 984 244 14
e 258 244 8
e 23 244 8
e 453 244 2
e 780 244 1
e 595 244 -9
e 586 244 17
e 224 244 -5
e 718 244 2
e 130 244 4
e 889 244 -8
e 835 244 10
e 964 244 2
e 629 244 10
e 687 244 -9
e 325 244 10
e 506 244 19
e 403 244 -3
e 408 244 -2
e 769 244 -10
e 865 244 0
e 74 244 17
e 775 244 -5
e 726 244 17
e 587 244 20
e 139 244 -3
e 368 244 5
e 997 244 1
e 1008 244 10
e 585 244 7
e 367 244 -10
e 150 244 18
e 749 244 -9
e 510 244 -6
e 63 244 3
e 276 244 6
e 448 244 -6
e 11 245 -3
e 972 245 9
e 624 245 0
e 75 245 7
e 642 245 7
e 681 245 19
e 74 245 -7
e 966 245 19
e 308 245 5
e 801 245 12
e 91 245 12
e 317 245 11
e 7 245 -1
e 330 245 10
e 116 245 13
e 513 245 9
e 982 245 14
e 464 245 -10
e 921 245 7
e 567 245 5
e 749 245 7
e 626 245 10
e 642 245 9
e 344 245 14
e 400 245 -9
e 643 245 10
e 27 245 10
e 689 245 11
e 629 245 19
e 874 245 4
e 516 245 -7
e 483 245 -9
e 837 245 8
e 291 245 16
e 273 245 6
e 868 245 10
e 288 245 8
e 700 245 0
e 459 245 6
e 252 245 2
e 278 245 9
e 729 245 1
e 237 245 -7
e 585 245 19
e 174 245 -9
e 48 245 18
e 1000 245 20
e 316 245 19
e 611 245 -10
e 525 245 -6
e 899 246 -2
e 773 246 2
e 866 246 4
e 552 246 11
e 810 246 12
e 342 246 4
e 775 246 4
e 568 246 -10
e 771 246 10
e 839 246 -5
e 121 246 3
e 223 246 10
e 972 246 3
e 149 246 18
e 600 246 11
e 715 246 -4
e 169 246 10
e 642 246 10
e 235 246 4
e 879 246 -4
e 418 246 15
e 592 246 2
e 156 246 12
e 896 246 20
e 547 246 2
e 969 246 5
e 119 246 9
e 890 246 -2
e 891 246 13
e 954 246 0
e 174 246 13
e 540 246 5
e 861 246 7
e 628 246 -7
e 279 246 14
e 744 246 -1
e 610 246 14
e 586 246 5
e 940 246 19
e 165 246 -5
e 644 246 3
e 533 246 18
e 778 246 16
e 988 246 -2
e 420 246 -8
e 947 246 -1
e 243 246 2
e 350 246 -1
e 6 246 -2
e 643 246 6
e 205 246 12
e 188 246 11
e 720 246 12
e 491 246 12
e 544 246 0
e 718 246 5
e 654 246 -8
e 979 246 12
e 796 246 5
e 45 246 19
e 433 246 16
e 807 246 10
e 785 246 -1
e 952 246 10
e 779 246 18
e 600 246 12
e 245 246 8
e 275 246 0
e 85 246 7
e 476 246 18
e 481 246 -5
e 803 246 -4
e 170 246 -7
e 682 246 -6
e 916 246 19
e 660 246 -7
e 777 246 -2
e 191 246 -2
e 750 246 2
e 83 246 -9
e 214 246 -7
e 411 246 0
e 630 246 20
e 20 246 11
e 90 246 10
e 708 246 15
e 214 246 20
e 717 246 19
e 830 246 -10
e 882 247 -7
e 47 247 14
e 1003 247 -4
e 464 247 6
e 9 247 17
e 194 247 13
e 138 247 -4
e 86 247 13
e 237 247 -8
e 662 247 8
e 818 247 0
e 554 247 19
e 225 247 -7
e 893 247 -5
e 333 247 20
e 283 247 1
e 282 247 -3
e 862 247 -2
e 765 247 -8
e 841 247 6
e 451 247 -7
e 180 247 13
e 917 247 -5
e 937 247 7
e 634 247 -6
e 271 247 10
e 541 247 6
e 645 247 0
e 721 247 3
e 401 247 14
e 466 247 4
e 506 247 19
e 717 247 4
e 882 247 20
e 675 247 9
e 632 247 2
e 875 247 -6
e 125 247 14
e 438 247 7
e 838 247 -9
e 790 247 16
e 913 247 1
e 481 247 3
e 763 247 7
e 562 247 9
e 289 247 -7
e 49 247 11
e 6 247 15
e 916 247 3
e 949 247 14
e 102 247 -9
e 295 247 20
e 263 247 18
e 102 247 8
e 373 247 1
e 499 247 5
e 969 247 7
e 869 247 3
e 517 247 -9
e 852 247 10
e 268 247 11
e 117 247 -5
e 242 247 19
e 6 247 17
e 630 247 -3
e 877 247 -1
e 461 247 -4
e 284 247 -2
e 674 247 9
e 183 247 3
e 346 247 1
e 633 247 -2
e 412 247 18
e 468 247 -9
e 529 247 -5
e 855 247 8
e 360 247 -9
e 469 247 2
e 158 247 5
e 708 247 19
e 636 247 -7
e 483 247 3
e 97 247 18
e 32 247 -2
e 65 247 12
e 440 247 -10
e 1006 247 -8
e 489 248 -7
e 676 248 7
e 730 248 12
e 928 248 1
e 325 248 9
e 150 248 11
e 890 248 20
e 871 248 -6
e 118 248 -9
e 548 248 -4
e 764 248 13
e 710 248 8
e 744 248 15
e 945 249 13
e 952 249 14
e 47 249 2
e 192 249 7
e 925 249 14
e 2 249 1
e 383 249 -9
e 708 249 -2
e 984 249 -3
e 724 249 11
e 917 249 14
e 529 249 6
e 40 249 7
e 812 249 10
e 628 249 7
e 944 249 3
e 745 249 2
e 832 249 11
e 752 249 8
e 32 249 5
e 393 249 -8
e 248 249 20
e 818 249 11
e 980 249 -4
e 268 249 6
e 622 249 9
e 825 249 2
e 944 249 -8
e 648 249 -5
e 629 249 -10
e 340 249 20
e 400 249 2
e 937 249 2
e 271 249 9
e 681 249 16
e 193 249 3
e 814 249 -1
e 1013 249 -2
e 945 249 1
e 645 249 6
e 363 249 2
e 787 249 -5
e 185 249 14
e 659 249 10
e 979 250 12
e 248 250 18
e 687 250 8
e 313 250 -1
e 159 250 13
e 121 250 12
e 801 250 7
e 834 250 10
e 806 250 -5
e 818 250 -10
e 360 250 3
e 499 250 -3
e 254 250 1
e 109 250 9
e 45 250 -6
e 569 250 15
e 898 250 11
e 345 250 6
e 454 251 8
e 737 251 7
e 415 251 -9
e 38 251 6
e 479 251 16
e 711 251 13
e 553 251 11
e 47 251 7
e 235 251 12
e 204 251 -6
e 412 251 -4
e 113 251 -7
e 66 251 15
e 505 251 16
e 998 252 12
e 400 252 14
e 950 252 5
e 34 252 2
e 580 252 10
e 766 252 13
e 989 252 16
e 251 252 20
e 805 252 4
e 1015 252 20
e 9 252 -1
e 875 252 -4
e 758 252 20
e 322 252 7
e 72 252 3
e 236 252 7
e 6 252 -7
e 174 252 10
e 460 252 4
e 316 252 3
e 264 252 -2
e 905 252 8
e 361 252 20
e 222 252 10
e 917 252 5
e 298 252 1
e 539 252 0
e 921 252 -5
e 680 252 -6
e 359 252 -8
e 893 252 11
e 759 252 19
e 288 252 -7
e 799 252 2
e 82 252 2
e 198 252 10
e 66 252 20
e 690 252 2
e 256 252 11
e 411 252 17
e 564 252 2
e 132 252 6
e 528 252 -5
e 843 252 -4
e 131 252 -2
e 894 252 -3
e 688 252 7
e 880 252 9
e 670 252 12
e 908 252 4
e 817 252 6
e 490 252 10
e 89 252 0
e 32 252 6
e 905 252 19
e 859 252 -3
e 107 252 5
e 686 252 14
e 466 252 10
e 937 252 -8
e 752 252 14
e 302 252 14
e 201 252 -9
e 128 252 14
e 999 252 5
e 157 252 -5
e 591 252 -2
e 974 252 1
e 437 252 4
e 892 252 -7
e 492 252 12
e 581 252 7
e 928 252 13
e 79 252 2
e 839 252 12
e 476 252 19
e 85 252 11
e 31 252 -2
e 175 252 0
e 79 252 -7
e 99 252 14
e 249 252 11
e 406 252 -6
e 410 252 -5
e 190 252 -3
e 616 253 -2
e 59 253 2
e 204 253 -9
e 492 253 9
e 637 253 -10
e 77 253 20
e 365 253 13
e 396 253 8
e 736 253 12
e 929 253 20
e 42 253 1
e 817 253 0
e 186 253 2
e 434 253 -4
e 343 253 2
e 721 253 6
e 170 253 -4
e 272 253 -10
e 253 253 5
e 436 253 19
e 834 253 -5
e 990 253 11
e 855 253 5
e 760 253 15
e 392 253 19
e 82 253 15
e 342 253 16
e 13 253 6
e 374 253 19
e 313 253 -9
e 285 253 -2
e 314 253 -8
e 635 253 -2
e 624 253 10
e 645 253 -5
e 535 253 -8
e 504 253 13
e 363 253 10
e 923 253 7
e 528 253 3
e 964 253 12
e 434 253 6
e 285 253 -10
e 233 253 11
e 680 253 -5
e 351 253 3
e 769 253 5
e 820 253 20
e 228 253 -1
e 417 253 7
e 238 253 8
e 732 253 6
e 168 253 1
e 828 253 0
e 705 253 18
e 926 253 14
e 155 253 6
e 775 253 19
e 266 253 -3
e 907 253 -3
e 88 253 10
e 621 253 -9
e 396 253 -1
e 903 253 -8
e 235 253 5
e 1004 253 3
e 960 253 -6
e 973 253 13
e 345 253 17
e 921 253 12
e 338 253 -6
e 104 253 -4
e 790 253 -5
e 922 253 13
e 674 253 14
e 443 253 12
e 652 253 2
e 170 253 -1
e 836 253 13
e 251 253 -4
e 923 253 -4
e 665 253 6
e 653 254 20
e 934 254 7
e 654 254 -10
e 575 254 1
e 484 254 9
e 233 254 5
e 192 254 10
e 392 254 8
e 315 254 -1
e 277 254 13
e 839 254 18
e 825 254 -8
e 229 254 -8
e 26 254 -7
e 665 254 2
e 117 254 1
e 27 254 14
e 1005 254 8
e 336 254 -3
e 418 254 19
e 888 254 12
e 774 254 9
e 681 254 18
e 236 254 -5
e 892 254 17
e 738 254 12
e 262 254 18
e 193 254 -7
e 778 254 -10
e 642 254 -6
e 108 254 -7
e 595 254 9
e 489 254 -4
e 234 254 16
e 262 254 3
e 26 254 4
e 838 254 18
e 932 254 1
e 416 254 7
e 79 254 11
e 48 254 -10
e 315 254 -10
e 557 254 -10
e 882 254 16
e 539 254 19
e 960 254 19
e 578 254 14
e 709 254 11
e 350 254 -9
e 840 254 11
e 920 254 17
e 718 254 15
e 949 254 -4
e 107 254 5
e 142 254 -6
e 473 254 4
e 704 254 19
e 711 254 19
e 676 254 -6
e 627 254 -2
e 642 254 9
e 891 254 13
e 257 254 -7
e 497 254 6
e 994 254 19
e 941 254 6
e 750 254 -6
e 743 254 -6
e 813 254 -8
e 773 254 11
e 601 254 1
e 945 254 -5
e 658 254 5
e 559 254 17
e 595 254 1
e 237 254 16
e 165 254 4
e 348 254 12
e 403 254 16
e 1023 254 7
e 733 254 -10
e 706 254 6
e 241 254 16
e 396 254 -6
e 22 254 15
e 279 254 9
e 491 254 -10
e 0 254 19
e 784 254 -4
e 538 254 20
e 291 254 -10
e 520 254 4
e 238 254 5
e 267 254 17
e 222 254 18
e 280 254 9
e 951 254 -6
e 302 254 18
e 270 255 18
e 903 255 17
e 568 255 3
e 235 255 9
e 514 255 10
e 326 255 -7
e 592 255 -6
e 817 255 -9
e 309 255 15
e 258 255 10
e 92 255 14
e 849 255 -1
e 935 255 -1
e 181 255 13
e 789 255 -3
e 719 255 -6
e 1001 255 6
e 138 255 6
e 265 255 6
e 416 255 6
e 676 255 9
e 865 255 17
e 279 255 9
e 688 255 15
e 786 255 4
e 846 255 6
e 758 255 10
e 91 255 1
e 898 255 16
e 537 255 -10
e 943 255 3
e 244 255 4
e 472 255 17
e 447 255 -7
e 542 255 4
e 833 255 19
e 11 255 5
e 240 255 -6
e 886 255 18
e 764 255 -3
e 166 255 -7
e 911 255 8
e 954 255 20
e 340 255 3
e 839 255 -4
e 822 255 10
e 580 255 18
e 362 255 3
e 291 255 1
e 943 255 -9
e 577 255 16
e 212 255 3
e 384 255 -5
e 891 255 17
e 818 255 13
e 30 255 -4
e 570 255 1
e 79 255 12
e 365 255 15
e 836 255 12
e 63 255 20
e 914 255 10
e 667 255 8
e 569 255 -9
e 18 255 16
e 737 255 10
e 568 255 2
e 355 255 16
e 587 255 -9
e 139 255 19
e 534 255 -8
e 541 255 11
e 21 255 1
e 21 255 5
e 730 255 4
e 819 255 14
e 943 255 -2
e 695 255 9
e 125 255 -3
e 362 255 4
e 948 256 8
e 659 256 13
e 832 256 16
e 851 256 20
e 594 256 0
e 714 256 -9
e 297 256 -9
e 608 256 1
e 148 256 -7
e 620 256 -1
e 447 256 14
e 167 256 5
e 76 256 0
e 737 256 -4
e 677 256 19
e 498 256 20
e 145 256 -7
e 244 256 -8
e 6 256 0
e 175 256 13
e 63 256 16
e 853 256 11
e 781 256 15
e 112 256 -6
e 114 256 0
e 280 256 10
e 108 256 13
e 105 256 15
e 783 256 5
e 52 256 8
e 726 256 -8
e 501 256 19
e 315 256 20
e 5 256 12
e 836 257 17
e 383 257 -8
e 549 257 18
e 890 257 9
e 409 257 4
e 551 257 18
e 734 257 19
e 325 257 15
e 334 257 14
e 429 257 11
e 40 257 5
e 309 257 -2
e 403 257 -9
e 467 257 1
e 736 257 9
e 6 257 9
e 528 257 5
e 113 257 15
e 150 257 -10
e 201 257 15
e 862 257 7
e 1010 257 12
e 13 257 2
e 357 257 5
e 907 257 9
e 981 257 -7
e 447 257 -4
e 786 257 -6
e 665 257 6
e 301 257 -3
e 86 257 2
e 733 257 14
e 767 257 11
e 801 257 6
e 307 257 -3
e 551 257 -8
e 551 257 13
e 877 257 16
e 235 257 3
e 806 257 7
e 239 257 20
e 735 257 11
e 965 257 -3
e 354 257 14
e 40 257 -8
e 475 257 1
e 574 257 11
e 569 257 -10
e 282 257 20
e 215 257 13
e 389 257 -8
e 348 257 5
e 510 257 16
e 224 257 10
e 1023 257 1
e 336 257 1
e 642 257 -7
e 19 257 13
e 452 257 18
e 1005 257 -4
e 73 257 10
e 548 257 2
e 854 258 0
e 994 258 -8
e 246 258 16
e 176 258 10
e 242 258 12
e 24 258 15
e 127 258 -4
e 275 258 4
e 896 258 4
e 187 258 -3
e 762 258 6
e 92 258 9
e 968 258 7
e 461 258 11
e 400 258 -10
e 513 258 0
e 501 258 17
e 473 258 -3
e 14 258 10
e 316 258 1
e 23 258 12
e 106 258 -6
e 871 258 11
e 909 258 -2
e 162 258 2
e 146 258 7
e 48 258 -10
e 822 258 -7
e 238 258 -2
e 868 258 4
e 291 258 13
e 446 258 14
e 949 258 4
e 634 258 8
e 413 258 -3
e 623 258 2
e 920 258 -8
e 623 258 5
e 31 258 9
e 216 258 6
e 410 258 -2
e 358 258 18
e 209 258 -6
e 843 258 11
e 931 258 14
e 386 258 15
e 1018 258 19
e 352 258 -3
e 766 258 -8
e 876 258 -2
e 137 258 11
e 624 258 19
e 731 258 -5
e 208 258 12
e 656 258 8
e 27 258 -8
e 719 258 -9
e 736 258 18
e 451 258 -5
e 195 258 -2
e 335 258 18
e 207 258 6
e 1021 258 14
e 526 258 13
e 568 258 7
e 599 258 3
e 956 258 2
e 872 258 8
e 330 258 -10
e 565 258 5
e 672 258 1
e 127 258 1
e 168 258 -2
e 167 258 -7
e 1008 258 9
e 965 258 -5
e 858 258 17
e 501 258 -5
e 789 258 10
e 241 258 17
e 971 258 -3
e 229 258 20
e 540 258 16
e 894 258 3
e 588 258 0
e 324 258 2
e 56 258 15
e 299 258 -8
e 911 258 -7
e 408 259 -8
e 120 259 6
e 732 259 -3
e 963 259 -7
e 183 259 7
e 869 259 4
e 182 259 4
e 485 259 9
e 818 259 -3
e 275 259 -9
e 26 259 4
e 235 259 13
e 243 259 17
e 444 259 -8
e 28 259 -7
e 394 259 1
e 343 259 11
e 176 259 11
e 901 259 -5
e 457 259 -9
e 945 259 15
e 209 259 5
e 336 259 -6
e 392 259 4
e 967 259 0
e 279 259 -6
e 302 259 -8
e 758 259 -5
e 596 259 -9
e 269 259 -8
e 3 259 7
e 794 259 -8
e 389 259 15
e 338 259 -9
e 102 259 -8
e 587 259 -4
e 380 259 3
e 25 259 -6
e 805 259 18
e 184 259 17
e 208 259 -2
e 426 259 11
e 959 259 -10
e 736 259 3
e 267 259 8
e 222 259 4
e 232 259 20
e 539 259 10
e 810 259 -7
e 934 259 11
e 264 259 -1
e 271 259 -9
e 32 259 13
e 901 259 14
e 700 259 5
e 60 259 -10
e 340 259 2
e 530 259 7
e 340 259 7
e 625 259 15
e 286 259 -9
e 375 259 15
e 339 259 6
e 340 259 17
e 847 259 10
e 244 259 -2
e 242 259 -7
e 479 259 15
e 422 259 4
e 349 259 1
e 157 259 2
e 221 259 -4
e 91 259 1
e 407 259 -8
e 885 259 14
e 881 259 13
